paper_id,title,year,source,scope_branch,decision,rule,criteria,reason,abstract
16672,Knowledge-Aware Self-Correction in Language Models via Structured Memory Graphs,2025,arxiv,named,exclude,T2,E3,"The method “post-processes model outputs and corrects factual inconsistencies via external semantic memory” built from RDF triples; there is no description of an agent writing to this store across turns, only single-shot retrieval-based correction, so T2 routes it to E3.","Large Language Models (LLMs) are powerful yet prone to generating factual errors, commonly referred to as hallucinations. We present a lightweight, interpretable framework for knowledge-aware self-correction of LLM outputs using structured memory graphs based on RDF triples. Without retraining or fine-tuning, our method post-processes model outputs and corrects factual inconsistencies via external semantic memory. We demonstrate the approach using DistilGPT-2 and show promising results on simple factual prompts."
16754,The cognitive paradox of AI in education: between enhancement and erosion,2025,openalex,generic,exclude,D2,E6,"The paper studies effects of AI tool use on human students' 'critical thinking,' 'creativity,' and 'storage of memories' via surveys and prior studies of students -- human cognition research, D2's explicit E6 case.","problems in student retention and critical thinking in 206 vocational education students in the Akwa Ibom State, Nigeria. The results showed that AI posed significant threats to the male students showing more concern than their female peers. While AI aids vocational education, it has the potential to reduce cognitive engagement because the students may accept passively the information provided by AI without critical scrutiny (Ododo et al., 2024). The study emphasizes the need for AI-powered learning platforms that encourage source verification and independent thinking, ensuring that the students learn critically rather than passively.Creativity: Another area of serious concern is the impact of AI on creativity. An experiment on undergraduate students who enrolled for a Creative Thinking & Problem-Solving class at a leading Southeastern United States university studied the impact that AI tools, including ChatGPT-3, had on the divergent thinking ability of the students. Conducting a mixed-methods design using the Alternative Uses Task (AUT), the researchers found that AI-supported students scored better on fluency, flexibility, and elaboration when thinking up ideas but also found that the use of AI had liabilities, including cognitive fixation and lower creative confidence as the students over-relied on AI suggestions (Habib et al., 2024). These findings underscore the need to use AI in learning environments in a manner that maximizes its strengths and minimizes its liabilities so that AI becomes an enabler, not a constraint, on creative potential.To better understand the relationship between AI in education and key psychological and cognitive theories, the following table categorizes AI applications based on their alignment with Cognitive Load Theory, Bloom's Taxonomy, and Self-Determination Theory.Cognitive Load Theory (Schnotz & Kürschner, 2007) provides valuable insights into the manner in which AI impacts learning. AI has the potential to maximize the extraneous load through the elimination of redundant work, allowing the student to focus on more important cognitive operations. However, over-reliance on AI has the potential to reduce the germane load, which is needed for deep learning and the development of higher-order thinking skills. For instance, even as adaptive AI has the potential to personalize learning experiences and make difficult concepts easier, it must be done in a way that promotes effortful engagement rather than passive reception of information.Bloom's Taxonomy: Bloom's Taxonomy (Shaikh et al., 2021) categorizes cognitive skills from simple recall to higher-order thinking. The role of AI varies at various levels. AI applications may enhance recall and synthesis of information (lower-order skills), but the risk that AI may stifle more judgmental and analytical skills (higher-order thinking) exists. If students overuse AIprovided answers, their skill to develop independent critical thinking skills may be impaired. Therefore, AI implementation must be made in a way that enhances higher-order thinking along with the strengths of AI to automate lower-order thinking skills.Self-Determination Theory (Ryan & Deci, 2000) points to three psychological needs-autonomy, competence, and relatedness-that are critical to motivation and learning. AI's role in the academic environment has to be in harmony with these principles. While AI has the potential to create competence through customized learning, excessive dependence on AI could compromise autonomy. AI-based learning also has to provide human interaction and guidance to prevent the erosion of relatedness, keeping the students socially and emotionally engaged in the learning process.To make sure that AI enhances learning without replacing necessary thinking functions, a wellplanned implementation roadmap has to be adopted. Firstly, educators must do a needs analysis to determine where AI can be integrated and align with learning goals for cognitive functions. Secondly, selection of AI has to be thoughtful, with selected tools facilitating engagement and not dependency. Thirdly, AI has to be integrated in the classroom in a balanced manner, with space for individualized guidance but with teacher-driven conversations. And finally, monitoring and feedback mechanisms need to be instituted to measure the impact on student learning and make necessary adjustments accordingly.AI-Powered Adaptive Learning in STEM: AI tutoring has increased student performance on standardized tests. Stanford research found a 15% increase in scores for students using AI platforms compared to traditional instruction (Top 6 AI Tools Revolutionizing Math Tutoring Techniques, n.d.). However, concerns remain about the building of conceptual understanding. Research by the University of Pennsylvania with Turkish high school students found that those using ChatGPT to practice performed worse on exams when compared with those who did not use the technology. While AI-assisted students answered correctly 48% more problems, their score on a concept understanding test was 17% lower (Barshay, 2024). These findings show that AI enhances procedural skill but does not necessarily create deeper learning. For optimal benefit, AIbased tutoring must be integrated with pedagogy that encourages critical thinking and active engagement.The application of AI-based software has been found to be immensely useful in language learning. At the University of Baghdad, research centered on the contribution provided by AI towards the teaching of the English language, with the focus being on its contribution towards the performances of the students. The findings indicated that AI-based software, including speech recognition, chatbots, and virtual tutors, contributed immensely towards the communicative competence and fluency of the students. Additionally, more than 80% of the respondents believed that AI would be a major contributor towards language teaching in the future. While AI provided individualized teaching and real-time feedback, the research also indicated the need for human interaction for enhanced concept formation and engagement. Some students believed that additional training would be necessary to ensure the maximum utilization of AI in language learning. These findings reflect the reality that even as AI might be a value addition to language acquisition, it must be an addition to the traditional learning process and not a replacement for human teaching.While AI has much to offer the learning process, it also presents real threats that must be addressed in order to use it responsibly. Most significant among these threats is the danger of over-reliance on AI, which lowers the quality and extent of mental work as well as the quality of the ability to solve problems. If students over-rely on AI-based answers, they might bypass necessary mental operations like critical thinking and self-reasoning. In order to counter this threat, instructors must incorporate reflection points, where students must describe AI-given answers in their own language. Periodic AI-free solving sessions and class discussions with fellow classmates also ensure active mental engagement, making sure that AI becomes an add-on, and not a replacement, for self-reasoning.Another vital challenge is algorithmic bias, where AI models trained on unbalanced datasets could perpetuate educational inequalities unwittingly. This becomes a major issue when AI-based assessments or grading software favor some populations based on unbalanced data. To counter this, designers must include transparency mechanisms in the creation of AI models and diversify the datasets through the addition of multilingual and multicultural inputs. Furthermore, the implementation of fairness-aware AI algorithms has the potential to reduce bias, with the effect that AI-based educational software increases inclusiveness and does not perpetuate inequalities.A third concern is the risk that students who are highly reliant on AI-based learning experiences may lose motivation. If the thinking is done by AI, the students may lose motivation and engagement as well as the intrinsic motivation to learn and solve problems independently. To counter this, AI should be designed to develop autonomy through interactive, self-directed challenges. Gamification modules, adaptive problem-solving, and decision-making and creative input-requiring AI simulations can ensure motivation with the promise that the students are active agents in their learning process. AI should be a cognitive enabler that encourages deeper engagement and not a passive repository of knowledge.The application of AI in learning has a paradoxical character because it has the capability to be both a cognitive amplifier and inhibitor. In order to be maximally beneficial, AI must be designed as an enabler, rather than a substitute, fostering intellectual autonomy, problem-solving, and deep learning. According to Cognitive Load Theory, AI must decrease cognitive overload but sustain active cognitive engagement. According to Bloom's Taxonomy, AI must aid higher-order thinking and not enhance recall alone. Additionally, according to Self-Determination Theory, AI must generate autonomy and competence and not dependency. AI should complement and not replace human instruction, with students doing higher-order thinking as the efficiency and personalization strengths of AI are leveraged. This calls on teachers to implement AI in a way that enhances self-directed learning and metacognitive thinking. AI designers and policymakers must ensure equity, transparency, and explainability to prevent biases in algorithms and make AI accessible to all students on the same level playing field.Future research should consider the long-term impact of AI on thinking development, specifically on the storage of memories, critical thinking, and motivation in students. As AI reshapes the learning process, it becomes imperative to create pedagogically informed AI integration strategies that balance the efficiency provided by technology with the thinking skills that are necessary for meaningful learning. Maintaining AI-based learning as a force for empowerment, rather than dependency, will be crucial in the development of the future of learning."
16929,MemGraphRAG: Memory-based Multi-Agent System for Graph Retrieval-Augmented Generation,2026,arxiv,generic,include,T7,,"MemGraphRAG “employs a collaborative society of agents supported by shared memory, which provides a unified global context throughout the extraction process”, letting agents “dynamically resolve logical conflicts” — written/read shared multi-agent memory, T7.","Retrieval-Augmented Generation (RAG) has become an essential method for mitigating hallucinations in Large Language Models (LLMs) by leveraging external knowledge. Although effective for simple queries, traditional RAG struggles with large-scale, unstructured corpora where information is highly fragmented. Graph-based RAG (GraphRAG) incorporates knowledge graphs to capture structural relationships, enabling more comprehensive retrieval for complex reasoning. However, existing GraphRAG methods rely on isolated, fragment-level extraction for graph construction, lacking a global perspective on the whole corpus. As a result, these methods frequently lead to thematically inconsistent, logically conflicting, and structurally fragmented graphs that degrade retrieval performance. In this paper, we propose MemGraphRAG, a novel framework that introduces a memory-based multi-agent system to ensure high-quality graph construction. Specifically, MemGraphRAG employs a collaborative society of agents supported by shared memory, which provides a unified global context throughout the extraction process. This mechanism allows agents to dynamically resolve logical conflicts and maintain structural connectivity throughout the corpus. Furthermore, we propose a memory-aware hierarchical retrieval algorithm tailored for the constructed graph. Extensive experiments on multiple benchmarks demonstrate that MemGraphRAG outperforms the state-of-the-art baseline models with comparable efficiency. Our code is available at https://github.com/XMUDeepLIT/MemGraphRAG."
16968,A Dynamic Retrieval-Augmented Generation System with Selective Memory and Remembrance,2026,arxiv,named,exclude,T2,E3,"ARM 'replaces a static vector index with a dynamic memory substrate governed by selective remembrance and decay' of already-indexed items based on retrieval frequency; no agent authors new content into the store, and no LLM agent loop is described -- a RAG index-management improvement.","We introduce \emph{Adaptive RAG Memory} (ARM), a retrieval-augmented generation (RAG) framework that replaces a static vector index with a \emph{dynamic} memory substrate governed by selective remembrance and decay. Frequently retrieved items are consolidated and protected from forgetting, while rarely used items gradually decay, inspired by cognitive consolidation and forgetting principles. On a lightweight retrieval benchmark, ARM reaches near state-of-the-art performance (e.g., NDCG@5 $\approx$ 0.940, Recall@5 $=1.000$) with only $\sim$22M parameters in the embedding layer, achieving the best efficiency among ultra-efficient models ($<$25M parameters). In addition, we compare static vs. dynamic RAG combinations across Llama 3.1 and GPT-4o. Llama 3.1 with static RAG achieves the highest key-term coverage (67.2\%) at moderate latency, while GPT-4o with a dynamic selective retrieval policy attains the fastest responses (8.2s on average) with competitive coverage (58.7\%). We further present an engineering optimization of the DynamicRAG implementation, making embedding weights configurable, adjustable at runtime, and robust to invalid settings.   ARM yields competitive accuracy, self-regularizing memory growth, and interpretable retention dynamics without retraining the generator\color{black} and provides practical trade-off between quality, latency and memory efficiency for production and research RAG system."
16981,When Memory Takes Gradients: Collaborative Vector Memory for Agentic Recommender Systems,2026,arxiv,both,include,T2,,"CoVeMem vectorizes 'the collaborative core of the agent's memory' so 'Frozen LightGCN user and item states form the memory bank' that the LLM reads as soft tokens at each recommendation decision -- an externalised, agent-conditioned store.","Agentic recommender systems ground each decision of a large language model (LLM) in a persistent memory of the user, and in existing agents that memory is text: a narrative written and maintained by further LLM calls. Text limits this memory in two ways. It is updated one rewrite at a time, so exploiting the full interaction history is prohibitively expensive; and collaborative evidence, graded similarity over an entire catalog, does not survive translation into sentences. We propose CoVeMem (Collaborative Vector Memory), which vectorizes the collaborative core of the agent's memory. Frozen LightGCN user and item states form the memory bank; at each decision, the candidate set itself retrieves the most relevant historical states, which enter the LLM's context as soft tokens alongside a light textual profile. Contrastive alignment to item-semantic anchors, followed by listwise co-training with masked candidates, teaches the model to read these states and to rank through them; a pointwise yes/no readout scores each candidate. Across four instruction-grounded recommendation benchmarks, CoVeMem matches or exceeds the strongest collaborative text-memory agent on 19 of 20 metric cells while requiring zero additional LLM calls for memory maintenance beyond the shared static profile, against per-interaction calls for text memory. The memory now takes gradients: the full interaction history, out of reach for text, becomes available as training data for what the agent remembers and for how it reads what it remembers."
17013,Knowledge Graph Enhanced Memory-Augmented Retrieval for Long Context Modeling,2026,arxiv,named,exclude,T4,E1,"KGERMAR 'constructs dynamic, context-specific knowledge graphs from input text during inference' and is evaluated on perplexity over SlimPajama/WikiText-103/PG-19 -- long-context language modeling, not an agent whose state persists across turns or sessions.","Long-context language modeling requires not only extending context windows but maintaining coherent understanding of entity states and relationships across thousands of tokens -- a challenge that semantic similarity alone cannot address. KGERMAR addresses this by constructing dynamic, context-specific knowledge graphs from input text during inference, enabling domain-adaptive retrieval that leverages both semantic similarity and explicit entity relationships. The framework performs real-time entity and relation extraction to build contextual knowledge graphs, then integrates graph-structural embeddings with textual semantics through a multi-component memory architecture. Three memory banks -- contextual, semantic, and structural -- are maintained with retrieval signals fused via learned weights to capture both surface-level semantics and deeper relational patterns. Evaluated on SlimPajama (84.7K training examples), WikiText-103 (4,358 examples), PG-19 (100 examples), and Proof-pile (46.3K examples), KGERMAR achieves up to 8.5\% lower perplexity and 2--2.5x better memory efficiency than memory-augmented baselines across context lengths from 1K to 32K tokens, with superior in-context learning performance across five NLU tasks. The dynamic knowledge graph construction approach advances memory-augmented language modeling by enabling domain-specific knowledge representation that adapts to input contexts rather than relying on fixed knowledge bases."
17033,"Self-Aware Vector Embeddings for Retrieval-Augmented Generation: A Neuroscience-Inspired Framework for Temporal, Confidence-Weighted, and Relational Knowledge",2026,arxiv,both,include,T2,,"SmartVector uses “a background consolidation agent [that] detects contradictions, builds dependency edges, and propagates updates along those edges” within a RAG embedding store — run-time writes added to a retrieval pipeline (T2).","Modern retrieval-augmented generation (RAG) systems treat vector embeddings as static, context-free artifacts: an embedding has no notion of when it was created, how trustworthy its source is, or which other embeddings depend on it. This flattening of knowledge has a measurable cost: recent work on VersionRAG reports that conventional RAG achieves only 58% accuracy on versioned technical queries, because retrieval returns semantically similar but temporally invalid content. We propose SmartVector, a framework that augments dense embeddings with three explicit properties -- temporal awareness, confidence decay, and relational awareness -- and a five-stage lifecycle modeled on hippocampal-neocortical memory consolidation. A retrieval pipeline replaces pure cosine similarity with a four-signal score that mixes semantic relevance, temporal validity, live confidence, and graph-relational importance. A background consolidation agent detects contradictions, builds dependency edges, and propagates updates along those edges as graph-neural-network-style messages. Confidence is governed by a closed-form function combining an Ebbinghaus-style exponential decay, user-feedback reconsolidation, and logarithmic access reinforcement. We formalize the model, relate it to temporal knowledge graph embedding, agentic memory architectures, and uncertainty-aware RAG, and present a reference implementation. On a reproducible synthetic versioned-policy benchmark of 258 vectors and 138 queries, SmartVector roughly doubles top-1 accuracy over plain cosine RAG (62.0% vs. 31.0% on a held-out split), drops stale-answer rate from 35.0% to 13.3%, cuts Expected Calibration Error by nearly 2x (0.244 vs. 0.470), reduces re-embedding cost per single-word edit by 77%, and is robust across contradiction-injection rates from 0% to 75%."
17047,MAIN-RAG: Multi-Agent Filtering Retrieval-Augmented Generation,2024,arxiv,generic,exclude,T2,E3,"MAIN-RAG has “multiple LLM agents collaboratively filter and score retrieved documents” pulled from external retrieval each query, with no persistent store the agents write to across turns — a classical RAG filtering improvement (T2/E3).","Large Language Models (LLMs) are becoming essential tools for various natural language processing tasks but often suffer from generating outdated or incorrect information. Retrieval-Augmented Generation (RAG) addresses this issue by incorporating external, real-time information retrieval to ground LLM responses. However, the existing RAG systems frequently struggle with the quality of retrieval documents, as irrelevant or noisy documents degrade performance, increase computational overhead, and undermine response reliability. To tackle this problem, we propose Multi-Agent Filtering Retrieval-Augmented Generation (MAIN-RAG), a training-free RAG framework that leverages multiple LLM agents to collaboratively filter and score retrieved documents. Specifically, MAIN-RAG introduces an adaptive filtering mechanism that dynamically adjusts the relevance filtering threshold based on score distributions, effectively minimizing noise while maintaining high recall of relevant documents. The proposed approach leverages inter-agent consensus to ensure robust document selection without requiring additional training data or fine-tuning. Experimental results across four QA benchmarks demonstrate that MAIN-RAG consistently outperforms traditional RAG approaches, achieving a 2-11% improvement in answer accuracy while reducing the number of irrelevant retrieved documents. Quantitative analysis further reveals that our approach achieves superior response consistency and answer accuracy over baseline methods, offering a competitive and practical alternative to training-based solutions."
17050,Beyond Nearest Neighbors: Semantic Compression and Graph-Augmented Retrieval for Enhanced Vector Search,2025,arxiv,both,exclude,T2,E3,"The paper proposes a general “graph-augmented vector retrieval” technique for ANN search, applicable to “memory-augmented agents” among other uses, but describes no agent writing state — a static retrieval/embedding-selection method (T2/E3).","Vector databases typically rely on approximate nearest neighbor (ANN) search to retrieve the top-k closest vectors to a query in embedding space. While effective, this approach often yields semantically redundant results, missing the diversity and contextual richness required by applications such as retrieval-augmented generation (RAG), multi-hop QA, and memory-augmented agents. We introduce a new retrieval paradigm: semantic compression, which aims to select a compact, representative set of vectors that captures the broader semantic structure around a query. We formalize this objective using principles from submodular optimization and information geometry, and show that it generalizes traditional top-k retrieval by prioritizing coverage and diversity. To operationalize this idea, we propose graph-augmented vector retrieval, which overlays semantic graphs (e.g., kNN or knowledge-based links) atop vector spaces to enable multi-hop, context-aware search. We theoretically analyze the limitations of proximity-based retrieval under high-dimensional concentration and highlight how graph structures can improve semantic coverage. Our work outlines a foundation for meaning-centric vector search systems, emphasizing hybrid indexing, diversity-aware querying, and structured semantic retrieval. We make our implementation publicly available to foster future research in this area."
17053,Satisfactory Medical Consultation based on Terminology-Enhanced Information Retrieval and Emotional In-Context Learning,2025,arxiv,generic,exclude,T2,E3,"EICL 'aids in generating sentences...by memorizing semantic and attribute information from unlabelled corpora,' i.e. content fixed/derived offline from a corpus rather than authored by the agent at run time, so T2 routes this to classical RAG (E3).","Recent advancements in Large Language Models (LLMs) have marked significant progress in understanding and responding to medical inquiries. However, their performance still falls short of the standards set by professional consultations. This paper introduces a novel framework for medical consultation, comprising two main modules: Terminology-Enhanced Information Retrieval (TEIR) and Emotional In-Context Learning (EICL). TEIR ensures implicit reasoning through the utilization of inductive knowledge and key terminology retrieval, overcoming the limitations of restricted domain knowledge in public databases. Additionally, this module features capabilities for processing long context. The EICL module aids in generating sentences with high attribute relevance by memorizing semantic and attribute information from unlabelled corpora and applying controlled retrieval for the required information. Furthermore, a dataset comprising 803,564 consultation records was compiled in China, significantly enhancing the model's capability for complex dialogues and proactive inquiry initiation. Comprehensive experiments demonstrate the proposed method's effectiveness in extending the context window length of existing LLMs. The experimental outcomes and extensive data validate the framework's superiority over five baseline models in terms of BLEU and ROUGE performance metrics, with substantial leads in certain capabilities. Notably, ablation studies confirm the significance of the TEIR and EICL components. In addition, our new framework has the potential to significantly improve patient satisfaction in real clinical consulting situations."
17064,Learning to Retrieve from Agent Trajectories,2026,arxiv,generic,exclude,T2,E3,"LRAT trains a retriever from logged 'agent trajectories' ('browsing actions, unbrowsed rejections, and post-browse reasoning traces') to improve ranking; the retriever is trained offline and no persistent cross-session agent-authored store is described.","Information retrieval (IR) systems have traditionally been designed and trained for human users, with learning-to-rank methods relying heavily on large-scale human interaction logs such as clicks and dwell time. With the rapid emergence of large language model (LLM) powered search agents, however, retrieval is increasingly consumed by agents rather than human beings, and is embedded as a core component within multi-turn reasoning and action loops. In this setting, retrieval models trained under human-centric assumptions exhibit a fundamental mismatch with the way agents issue queries and consume results. In this work, we argue that retrieval models for agentic search should be trained directly from agent interaction data. We introduce learning to retrieve from agent trajectories as a new training paradigm, where supervision is derived from multi-step agent interactions. Through a systematic analysis of search agent trajectories, we identify key behavioral signals that reveal document utility, including browsing actions, unbrowsed rejections, and post-browse reasoning traces. Guided by these insights, we propose LRAT, a simple yet effective framework that mines high-quality retrieval supervision from agent trajectories and incorporates relevance intensity through weighted optimization. Extensive experiments on both in-domain and out-of-domain deep research benchmarks demonstrate that retrievers trained with LRAT consistently improve evidence recall, end-to-end task success, and execution efficiency across diverse agent architectures and scales. Our results highlight agent trajectories as a practical and scalable supervision source, pointing to a promising direction for retrieval in the era of agentic search."
17069,Retrieval Feedback Memory Enhancement Large Model Retrieval Generation Method,2025,arxiv,named,include,T2,,RFM-RAG “transforms the stateless retrieval of previous methods into stateful continuous knowledge management by constructing a dynamic evidence pool... Retrieves critical external knowledge to iteratively update this evidence pool” — run-time writes added to an otherwise classical RAG pipeline (T2).,"Large Language Models (LLMs) have shown remarkable capabilities across diverse tasks, yet they face inherent limitations such as constrained parametric knowledge and high retraining costs. Retrieval-Augmented Generation (RAG) augments the generation process by retrieving externally stored knowledge absent from the models internal parameters. However, RAG methods face challenges such as information loss and redundant retrievals during multi-round queries, accompanying the difficulties in precisely characterizing knowledge gaps for complex tasks. To address these problems, we propose Retrieval Feedback and Memory Retrieval Augmented Generation(RFM-RAG), which transforms the stateless retrieval of previous methods into stateful continuous knowledge management by constructing a dynamic evidence pool. Specifically, our method generates refined queries describing the models knowledge gaps using relational triples from questions and evidence from the dynamic evidence pool; Retrieves critical external knowledge to iteratively update this evidence pool; Employs a R-Feedback Model to evaluate evidence completeness until convergence. Compared to traditional RAG methods, our approach enables persistent storage of retrieved passages and effectively distills key information from passages to construct clearly new queries. Experiments on three public QA benchmarks demonstrate that RFM-RAG outperforms previous methods and improves overall system accuracy."
17082,RowNet: A Memory Transformer for Tabular Regression,2026,arxiv,both,exclude,D2,E6,"RowNet is a 'retrieval-based neural architecture for real estate price-per-square-meter prediction' comparing MLPs and gradient-boosted trees; there is no LLM in the loop, only a similarity-based 'memory bank of labeled properties' for tabular regression.","Real estate valuation is a structured regression problem in which prices are governed by heterogeneous feature types, sparse regional effects, nonlinear interactions, and the practical logic of comparable properties. Standard multilayer perceptrons treat each row as an isolated vector and must learn locality, scale sensitivity, and categorical matching from supervision alone. Gradient-boosted decision trees provide strong tabular baselines, but their feature-centric splitting mechanism does not explicitly model the retrieval of similar historical observations.   This paper presents RowNet, a retrieval-based neural architecture for real estate price-per-square-meter prediction. RowNet represents a query property through pairwise similarity features against a memory bank of labeled properties. A first retrieval layer estimates a coarse target from feature-only similarities. A second layer augments the memory comparison with target-consistency features and uses multiple learned attention heads to retrieve complementary comparable sets. A final mixture-of-experts module combines learned gating, residual correction, entropy regularization, and head-diversity regularization to produce the prediction."
17192,SafetyRAG: Towards Safe Large Language Model-Based Application through Retrieval-Augmented Generation,2025,openalex,both,exclude,T2,E3,SafetyRAG retrieves from 'an external knowledge base of safety facts' that is fixed and provided to 'enhance the decision-making' of the LLM; the agent never writes to this safety-fact store.,"Large Language Model (LLM) agents have proven to perform exceptionally well in a wide range of applications, mainly because of their advanced reasoning, use of external tools and information, use of APIs, and ability to interact with environments.They often use a Retrieval-Augmented Generation (RAG) mechanism as a memory module that retrieves relevant information with similar embedding from knowledge bases.However, recent studies indicate LLM-based applications are highly susceptible to malicious uses such as prompt injections (or jailbreaking).To address this issue, most existing techniques rely on filters for detection and blocking, fine-tuning, and reinforcement learning.However, these methods often necessitate complex and resource-intensive data collection and training procedures.In this work, we propose the SafetyRAG framework, a straightforward solution which utilizes the RAGtechnique to explicitly provide to the LLM some safety facts about unsafe prompts during the generation of its response.This approach employs an external knowledge base of safety facts about various unsafe prompts to enhance the decision-making and safe behavior of an LLM.The solution is evaluated with several LLM models, GPT-3.5-turbo,Llama2-13B, Gemma-7B and Mistral-7B-instruct.The results show a significant improvement in all the models' ability to decline unsafe requests, even with prompt injections."
17207,A Multimodal Retrieval-Augmented Generation System with ReAct Agent Logic for Multi-Hop Reasoning,2025,openalex,generic,exclude,T2,E3,The system retrieves from 'ChromaDB vector storage' built over a fixed 'Global Tuberculosis Report 2024' document; the agent performs multi-hop retrieval/reasoning over this static corpus but never writes to it.,"The rapid advancement of generative artificial intelligence models significantly influences modern methods of information processing and user interactions with information systems. One of the promising areas in this domain is Retrieval-Augmented Generation (RAG), which combines generative models with information retrieval methods to enhance the accuracy and relevance of responses. However, most existing RAG systems primarily focus on textual data, which does not meet contemporary needs for multimodal information processing (text, images, tables). The research object of this work is a multimodal RAG system based on ReAct agent logic, capable of multi-hop reasoning. The main emphasis is placed on integrating textual, graphical, and tabular information to generate accurate, complete, and relevant responses. The system's implementation utilized the ChromaDB vector storage, the OpenAI embedding generation model (text-embedding-ada-002), and the GPT-4 language model. The purpose of the study is the development, deployment, and empirical evaluation of the proposed multimodal RAG system based on the ReAct agent approach, capable of effectively integrating diverse knowledge sources into a unified informational context. The experimental evaluation utilized the Global Tuberculosis Report 2024 by the World Health Organization, containing various textual, graphical, and tabular data. A specialized test set of 50 queries (30 textual, 10 tabular, 10 graphical) was created for empirical analysis, allowing comprehensive testing of all aspects of multimodal integration. The research employed methods such as semantic vector search, multi-hop agent-based planning with ReAct logic, and evaluations of answer accuracy, answer recall, and response latency. Additionally, an analysis of response speed dependence on query volume was conducted. The obtained results confirmed the high efficiency of the proposed approach. The system demonstrated an answer accuracy of 92%, answer recall of 89%, and ensured complete (100%) coverage of all data types. The average response time was approximately 5 seconds, meeting interactive system requirements. Optimal parameters were experimentally determined (for example, parameter k = 6, classification threshold 0.35, and up to three reasoning iterations), ensuring the best balance among completeness, speed, and operational efficiency. The study's findings highlighted significant advantages of the multimodal agent-based approach compared to traditional textual RAG solutions, confirming the promising direction for further research."
17221,Augmenting Large Language Models and Retrieval-Augmented Generation with an Evidence-Based Medicine-Enabled Agent System,2025,openalex,both,include,T5,,"'The system incorporated an EBM-enabled workflow, a memory module and Thought-Action-Observation (TAO) loops,' and multi-turn task success is explicitly attributed in part to the memory module ('attributed to EBM-enabled workflow, memory module and TAO loops, which ensure robust contextual conversation capabilities').","Abstract Importanc Large language models (LLMs) with retrieval-augmented generation (RAG) show promise for clinical decision support. However, their application is constrained by limited & outdated vector databases, suboptimal evidence retrieval and poor contextual continuity. Objective To develop and evaluate a novel LLM-based agent that integrates Evidence-Based Medicine (EBM) principles and contextual conversation capabilities in answering clinical questions. Design, Setting and Participants The agent for clinical decision making was developed and evaluated between July 1, 2024, and July 31, 2025. The system incorporated an EBM-enabled workflow, a memory module and Thought-Action-Observation (TAO) loops. Evaluation 1 assessed the system’s performance on 150 initial clinical questions across 15 cancer types. Evaluation 2 involved 45 multi-turn dialogue tasks (across 3 types). Baselines were state-of-the-art traditional RAG method and commercial LLMs with plugins. All generated responses across both evaluations were independently rated by 3 experts with over five years of clinical experience. The study was performed at West China Medical Center. Main Outcomes and Measures Each response in evaluation 1 was classified into one of three predefined categories—correct, inaccurate, or wrong. As for evaluation 2, tasks were deemed successful when previous conversation is remembered and answer is correct, otherwise the task was considered unsuccessful. Results In evaluation 1, EBMChat generated the highest proportion of accurate responses (89% vs 78% for the best baseline method). The superior performance of EBMChat was associated with its ability to retrieve optimal evidence, demonstrated by significantly higher evidence hierarchy (100% vs 17.5% RCT-level or above), stricter evidence timeliness (within 5 years vs from the 1980s onwards), and more comprehensive retrieval (median of 693 vs 267 items/question). Regarding evaluation 2, EBMChat successfully completed 93% of the tasks. In contrast, GPT-4.1 with plugins (Web Search) achieved a success rate of only 31%. This performance gap was attributed to EBM-enabled workflow, memory module and TAO loops, which ensure robust contextual conversation capabilities. Conclusion and Relevanc EBMChat identifies appropriate evidence by effectively balancing timeliness, hierarchy, and relevance. Meanwhile, its enhanced conversational capabilities facilitate the preservation of contextual data, enabling users to explore clinical problems more deeply or comprehensively in multi-turn dialogues. Our findings underscore that the effective promotion of clinical practice by AI requires deeper integration of core medical principles into the technology itself, rather than direct application of general-purpose AI tools."
17228,A Hierarchical Context Augmentation Method to Improve Retrieval-Augmented LLMs on Scientific Papers,2024,openalex,both,exclude,T2,E3,"The method retrieves 'relevant passages from external memory' built from a fixed corpus of 'scientific papers,' organized via a 'document tree' representing existing paper structure; the agent never writes to this corpus.","Scientific papers of a large scale on the Internet encompass a wealth of data and knowledge, attracting the attention of numerous researchers. To fully utilize these knowledge, Retrieval-Augmented Large Language Models (LLMs) usually leverage large-scale scientific corpus to train and then retrieve relevant passages from external memory to improve generation, which have demonstrated outstanding performance. However, existing methods can only capture one-dimension fragmented textual information without incorporating hierarchical structural knowledge, eg. the deduction relationship of abstract and main body, which makes it difficult to grasp the central thought of papers. To tackle this problem, we propose a hierarchical context augmentation method, which helps Retrieval-Augmented LLMs to autoregressively learn the structure knowledge of scientific papers. Specifically, we utilize the document tree to represent the hierarchical relationship of a paper and enhance the structure information of scientific context from three aspects: scale, format and global information. First, we think each top-bottom path of document tree is a logical independent context, which can be used to largely increase the scale of extracted structural corpus. Second, we propose a novel label-based format to represent the structure of context in textual sequences, unified between training and inference. Third, we introduce the global information of retrieved passages to further enhance the structure of context. Extensive experiments on three scientific tasks show that the proposed method significantly improves the performance of Retrieval-Augmented LLMs on all tasks. Besides, our method achieves start-of-art performance in Question Answer task and outperforms ChatGPT. Moreover, it also brings considerate gains with irrelevant retrieval passages, illustrating its effectiveness on practical application scenarios."
